build_year,neighbour_hood,area,floor,rooms,Parking,Elevator,Warehouse,Luxury_features,price,mean,std,median,amin,amax,neighbour_hood_encoded
1400,اختیاریه,105,3.0,2,1,1,0,0,109500000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1381,بلوارفردوس,63,3.0,1,0,0,0,0,46904761,59341145.36082474,11226516.262274269,59859154.0,19285714.0,120000000.0,12
1400,نیرویهوایی,152,1.0,3,0,0,0,0,65789473,55184052.6097561,12781508.121135704,55000000.0,35555555.0,95000000.0,11
1381,محله,75,2.0,2,0,0,0,0,50133333,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1397,جماران,145,4.0,2,0,0,0,0,82758620,99460047.4090909,27593302.553865243,100315420.5,16666666.0,139267015.0,19
1386,سعادتآباد,102,2.0,2,1,1,1,0,83333000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1400,پارس,105,2.0,2,0,0,0,0,14571428,49426053.23076923,25979482.52074253,46212121.0,12358490.0,202666666.0,9
1394,هروی,113,5.0,2,0,0,0,0,76991150,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1384,سعادتآباد,64,1.0,2,1,0,1,0,87500000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1380,نیرویهوایی,93,1.0,2,0,0,0,0,49462365,55184052.6097561,12781508.121135704,55000000.0,35555555.0,95000000.0,11
1401,سهروردیشمالی,165,3.0,3,1,1,1,0,90000000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1385,سعادتآباد,203,8.0,3,1,1,1,1,75000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1390,سازمانآبصادقیه,74,5.0,2,1,1,1,0,58800000,105878571.42857143,17407831.065861776,110400000.0,58800000.0,123300000.0,19
1387,اختیاریه,124,4.0,3,1,1,1,0,82300000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1382,شهرکغرب,55,1.0,1,1,1,1,0,81800000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1395,اختیاریه,145,5.0,3,1,1,1,0,86200000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1387,ولنجک,160,3.0,3,1,0,1,0,93800000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1395,آذربایجان,88,4.0,2,1,1,1,0,52273000,39347064.85714286,8680916.847614354,38000000.0,24528301.0,55875000.0,6
1400,محله,54,4.0,1,0,0,0,0,29185185,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1401,دهکدهالمپیک,55,16.0,1,0,0,0,0,29636363,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1398,سعادتآباد,114,4.0,3,1,1,1,0,68000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1396,شهران,106,6.0,2,0,0,0,0,73584905,60020450.6381323,12174627.440331178,59545454.0,28917647.0,138000000.0,12
1393,شهرکغرب,132,2.0,3,1,1,1,0,69700000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1401,شهرکدانشگاهشریف,112,12.0,2,0,0,0,0,41071428,39437721.26785714,9155991.121027743,40773219.5,15042735.0,57000000.0,6
1382,سازمانبرنامهجنوبی,57,2.0,2,1,1,1,0,61404000,64120683.4,6085174.441360158,65348000.0,51299000.0,75000000.0,13
1384,پارس,67,4.0,2,0,0,0,0,33582089,49426053.23076923,25979482.52074253,46212121.0,12358490.0,202666666.0,9
1401,سهروردیشمالی,120,4.0,2,1,1,1,0,70800000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1387,جوادیهمنطقه4,52,1.0,1,0,0,0,0,31538461,36688465.95348837,8783996.541372618,36931818.0,14200000.0,54000000.0,5
1389,باغفیض,42,1.0,1,1,1,1,1,66700000,58092784.5,10742418.088335035,57875939.0,8108000.0,82000000.0,12
1401,پیروزی,90,1.0,2,1,1,1,0,53000000,41650606.25490196,10074684.519180333,40700000.0,13800000.0,67000000.0,7
1386,ونک,75,1.0,1,0,0,0,0,56000000,86598102.72857143,28441730.699856594,84088709.5,9300000.0,152380952.0,17
1386,یوسفآباد,140,2.0,3,1,1,1,0,72900000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1383,سازمانبرنامهشمالی,86,1.0,2,0,0,0,0,67441860,68094790.27819549,12363884.237145117,66250000.0,43428571.0,120000000.0,14
1392,کامرانیه,210,7.0,3,1,1,1,0,85714000,114189217.13235295,31526742.19592267,105500000.0,66500000.0,203209000.0,19
1381,امامت,59,1.0,1,0,0,0,0,49152542,47968849.16216216,10610503.900662523,47500000.0,9900990.0,65263157.0,8
1401,وردآوردشمالی,83,3.0,2,0,0,0,0,22289156,27900492.13559322,9230648.12262847,26000000.0,8783783.0,65217391.0,2
1384,دریاننو,116,1.0,3,0,0,0,0,50775862,63849993.01754386,10441302.444476064,64772727.0,42045454.0,85000000.0,13
1386,اسکندری,64,3.0,1,0,0,0,0,28125000,33883456.73913044,8360141.699707298,32187500.0,9655000.0,49347826.0,4
1384,قیطریه,120,5.0,2,1,1,1,0,76700000,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1385,سعادتآباد,148,4.0,3,1,1,1,0,75000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1400,محله,180,3.0,3,0,0,0,0,150000000,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1396,زعفرانیه,207,2.0,3,1,1,1,1,202900000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1388,جنتآبادجنوبی,100,5.0,2,1,1,1,0,52000000,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1391,سهروردیشمالی,87,5.0,2,1,1,1,0,63200000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1377,میرداماد,173,5.0,3,0,0,0,0,70520231,90386641.37769784,22519072.703439962,84600000.0,50800000.0,157143000.0,18
1396,شهران,146,3.0,3,1,1,1,1,80137000,60020450.6381323,12174627.440331178,59545454.0,28917647.0,138000000.0,12
1388,سردارجنگلپونک,76,2.0,2,1,1,0,0,61200000,56826315.78947368,13208513.573717054,55600000.0,31700000.0,96800000.0,12
1385,جنتآبادمرکزی,88,5.0,2,1,1,1,0,68750000,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1401,فاطمی,146,5.0,3,1,1,1,0,86986000,65088203.4537037,14757932.947273208,65342909.5,29333333.0,130000000.0,14
1395,سیمتریجی,72,3.0,2,1,1,1,0,38194000,34361880.08928572,5065424.539178285,34343000.0,19000000.0,47183000.0,4
1401,سهروردیجنوبی,125,1.0,3,1,1,1,0,78800000,65052703.7037037,8528946.299327282,65428500.0,47100000.0,85000000.0,14
1396,لویزانوشیان,124,4.0,2,0,0,0,0,72580645,68044954.64035088,15703473.156897321,70277748.5,10066666.0,115748031.0,14
1395,شهرزیبا,77,2.0,2,1,1,1,1,17922000,42339327.0,19949550.077963997,46833333.0,12794000.0,87800000.0,7
1380,پارس,55,1.0,1,0,0,0,0,41818181,49426053.23076923,25979482.52074253,46212121.0,12358490.0,202666666.0,9
1385,الهیه,140,3.0,3,0,0,0,0,85000000,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1391,سعادتآباد,77,1.0,2,1,1,1,0,58100000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1382,سعادتآباد,148,9.0,3,1,1,1,0,74300000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1385,امامزادهقاسم,145,3.0,3,0,0,0,0,95000000,103519398.47826087,36643684.41751441,96551724.0,47058823.0,200000000.0,19
1400,دریاچهشهدایخلیجفارس,110,10.0,3,1,1,1,0,31000000,22830528.66242038,12980441.790903542,22250000.0,1542000.0,65515000.0,2
1399,الهیه,230,4.0,3,1,1,0,0,134800000,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1391,ولنجک,150,4.0,2,1,1,1,0,103300000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1401,شهرکژاندارمریمرزداران,170,8.0,3,1,1,0,0,90000000,93305714.28571428,14039208.601315835,90900000.0,72600000.0,122400000.0,18
1385,پونک,61,2.0,2,1,1,1,0,43400000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1401,زعفرانیه,170,2.0,3,1,1,0,0,155000000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1393,جنتآبادمرکزی,84,3.0,2,1,1,1,0,63095000,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1398,قیطریه,195,3.0,3,1,1,1,0,101500000,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1393,بلوارفردوسغرب,95,3.0,2,1,1,1,0,63158000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1401,دریاچهشهدایخلیجفارس,140,14.0,3,1,1,1,1,13700000,22830528.66242038,12980441.790903542,22250000.0,1542000.0,65515000.0,2
1385,بلوارعدلپونک,107,3.0,2,1,1,1,0,57900000,61650000.0,10284828.763897954,59200000.0,46300000.0,87600000.0,13
1385,امیرآباد,114,2.0,2,1,1,1,0,65800000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1400,کاشانک,122,5.0,2,1,1,1,1,106600000,100994001.81632653,27326015.094246246,100000000.0,52565789.0,164480874.0,19
1401,شهرزیبا,120,4.0,2,1,1,1,0,22000000,42339327.0,19949550.077963997,46833333.0,12794000.0,87800000.0,7
1392,امامت,85,5.0,2,0,0,0,0,50000000,47968849.16216216,10610503.900662523,47500000.0,9900990.0,65263157.0,8
1390,زعفرانیه,201,3.0,3,1,1,1,1,134300000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1385,شهرکغرب,113,1.0,2,1,1,1,0,94700000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1385,پونک,68,3.0,1,1,1,1,0,52941000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1395,شهرزیبا,65,3.0,2,1,1,1,0,56200000,42339327.0,19949550.077963997,46833333.0,12794000.0,87800000.0,7
1401,سهروردیشمالی,120,4.0,2,1,1,1,0,70800000,81612742.53731343,17450377.914115496,80000000.0,13800000.0,148000000.0,17
1386,قیطریه,210,4.0,3,1,1,1,0,78600000,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1399,حکمت,170,3.0,3,0,0,0,0,92941176,103768487.234375,23490170.168967884,100704225.0,52564102.0,160600000.0,19
1401,شهرکگلستان,110,15.0,2,1,1,1,1,30000000,23422687.5,9576793.801272782,30000000.0,2496000.0,31000000.0,2
1393,قناتکوثر,84,1.0,2,0,0,0,0,51785714,54882024.208333336,11802261.620037645,55596714.5,22222222.0,90000000.0,11
1392,جنتآبادجنوبی,75,2.0,2,1,1,1,0,46700000,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1390,سعادتآباد,125,2.0,2,1,1,1,0,71200000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1398,سعادتآباد,170,5.0,3,1,1,0,0,110000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1385,یوسفآباد,135,3.0,3,1,0,0,0,77800000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1393,آذربایجان,40,4.0,1,0,0,0,1,48750000,39347064.85714286,8680916.847614354,38000000.0,24528301.0,55875000.0,6
1401,یوسفآباد,170,5.0,3,1,1,1,0,100000000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1380,سردارجنگلپونک,65,1.0,2,1,1,1,0,56200000,56826315.78947368,13208513.573717054,55600000.0,31700000.0,96800000.0,12
1389,اختیاریه,130,4.0,2,1,1,1,0,82300000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1387,آذربایجان,50,1.0,1,0,0,1,0,29000000,39347064.85714286,8680916.847614354,38000000.0,24528301.0,55875000.0,6
1401,چیتگرشمالی,90,11.0,2,1,1,1,1,22400000,20934780.269058295,9706239.765193766,21795000.0,2350000.0,60000000.0,1
1401,دهکدهالمپیک,84,13.0,2,1,1,1,1,27381000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1392,سعادتآباد,140,7.0,2,1,1,1,0,67900000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1375,فرشته,178,3.0,3,1,0,1,0,92700000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1401,دهکدهالمپیک,110,13.0,2,1,1,1,0,31000000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1400,آرارات,115,5.0,2,0,0,0,0,94782608,89671504.83333333,16318027.58037245,90138888.5,44796296.0,111111111.0,18
1385,سازمانآب,82,2.0,2,0,0,0,0,57195121,56526261.655737706,7817974.9994095685,55555555.0,40170940.0,79673913.0,11
1400,میرداماد,105,1.0,2,1,1,1,1,120000000,90386641.37769784,22519072.703439962,84600000.0,50800000.0,157143000.0,18
1396,نیاوران,108,3.0,2,0,0,0,0,56481481,119301128.8559322,34155648.27073372,120000000.0,21348314.0,200000000.0,20
1390,شهرزیبا,103,2.0,2,0,0,0,0,66504854,42339327.0,19949550.077963997,46833333.0,12794000.0,87800000.0,7
1395,اختیاریه,140,5.0,3,1,1,0,0,90700000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1401,آجودانیه,150,4.0,3,1,1,1,0,150000000,117281005.20143884,30616760.28614428,107894736.0,60700000.0,194915000.0,20
1389,ایرانشهر,62,3.0,2,0,0,0,0,45967741,52475040.28571428,7016990.418814942,50458715.0,43055555.0,65000000.0,9
1400,تجریش,64,3.0,2,0,0,0,0,84000000,88118546.375,20293109.471329097,85514970.0,40740740.0,140000000.0,18
1401,سهروردیجنوبی,85,5.0,2,1,1,1,0,54118000,65052703.7037037,8528946.299327282,65428500.0,47100000.0,85000000.0,14
1397,جماران,107,5.0,2,0,0,0,0,98130841,99460047.4090909,27593302.553865243,100315420.5,16666666.0,139267015.0,19
1399,تجریش,110,3.0,2,0,0,0,0,50909090,88118546.375,20293109.471329097,85514970.0,40740740.0,140000000.0,18
1401,امیرآباد,123,2.0,2,1,1,1,1,89400000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1382,شهران,51,3.0,1,0,0,0,0,54509803,60020450.6381323,12174627.440331178,59545454.0,28917647.0,138000000.0,12
1389,امیرآباد,75,2.0,2,0,0,0,0,69333333,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1401,بلوارفردوسغرب,78,2.0,2,1,1,1,0,67949000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1395,کوهک,100,4.0,2,0,0,0,0,53000000,48185978.568,17041708.20762233,50000000.0,13500000.0,82702702.0,8
1401,لویزانوشیان,130,5.0,2,0,0,0,0,73461538,68044954.64035088,15703473.156897321,70277748.5,10066666.0,115748031.0,14
1385,شهرکغرب,132,5.0,3,1,1,1,0,85606000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1386,الهیه,225,11.0,3,1,1,1,0,142200000,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1398,یوسفآباد,130,3.0,3,1,1,1,0,75000000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1389,بلوارفردوسغرب,118,5.0,2,1,1,1,0,67797000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1396,فرشته,190,5.0,3,1,1,1,1,121100000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1401,دهکدهالمپیک,55,6.0,1,1,1,1,1,31000000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1386,محله,75,4.0,2,0,0,0,0,52933333,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1388,فرمانیه,150,3.0,3,1,1,1,0,160000000,122176685.18518518,30659498.346812826,120700000.0,16200000.0,190000000.0,20
1395,یوسفآباد,85,1.0,2,1,1,1,0,80000000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1395,کاشانک,220,4.0,3,0,0,0,0,113636363,100994001.81632653,27326015.094246246,100000000.0,52565789.0,164480874.0,19
1392,اباذرآیتاللهکاشانی,85,4.0,2,1,1,1,0,64100000,67767307.6923077,17130922.86187605,63550000.0,46000000.0,111000000.0,14
1397,شهران,124,2.0,3,0,0,0,0,62096774,60020450.6381323,12174627.440331178,59545454.0,28917647.0,138000000.0,12
1397,دولت,100,1.0,2,1,1,1,0,86000000,85181467.10526316,14434306.67235159,85000000.0,55400000.0,130000000.0,17
1383,بلوارفردوسغرب,115,3.0,2,1,1,1,1,49565000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1401,دریاچهخلیجفارس,127,11.0,3,0,0,0,0,17500000,35829141.71910112,16200804.74731895,38532110.0,12500000.0,72784810.0,5
1390,جنتآبادمرکزی,75,2.0,2,1,1,1,0,44000000,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1384,آرژانتین,127,1.0,3,0,0,0,0,59055118,66838056.6097561,20148968.99790101,65600000.0,13500000.0,120000000.0,14
1397,محله,75,1.0,2,0,0,0,0,60666666,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1384,سعادتآباد,85,3.0,2,1,1,1,0,61200000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1396,دربدوم,115,4.0,3,1,1,1,1,80000000,91027974.57627119,15776057.768842125,89450000.0,51300000.0,141176000.0,18
1387,ازگل,90,5.0,2,0,0,0,0,72222222,85314911.77173913,20347039.852748655,81100000.0,15959595.0,151351351.0,17
1385,پاسداران,140,5.0,3,0,0,0,0,75000000,86490141.48275863,21557395.896592565,80000000.0,9915000.0,166667000.0,17
1400,فرمانیه,126,1.0,2,1,1,1,0,125400000,122176685.18518518,30659498.346812826,120700000.0,16200000.0,190000000.0,20
1398,سهروردی,120,5.0,2,0,0,0,0,75000000,71720077.34615384,18982876.69976767,69226562.5,30978260.0,120000000.0,15
1389,سعادتآباد,63,5.0,1,1,1,1,0,57100000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1393,جیحون,58,1.0,1,1,1,1,0,30172000,40378425.76859504,8745338.678313637,42600000.0,16700000.0,55882000.0,6
1401,امیرآباد,126,5.0,2,1,1,1,0,84286000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1401,لویزانوشیان,117,11.0,4,0,0,0,0,80000000,68044954.64035088,15703473.156897321,70277748.5,10066666.0,115748031.0,14
1395,جنتآبادشمالی,89,4.0,2,1,1,1,0,44900000,56278827.21341463,13533734.616754144,58968715.5,6800000.0,82727272.0,11
1401,امیرآباد,130,4.0,3,1,1,1,0,90000000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1395,دربدوم,95,3.0,2,1,1,1,0,89500000,91027974.57627119,15776057.768842125,89450000.0,51300000.0,141176000.0,18
1401,چیتگر,85,13.0,1,0,0,0,0,49411764,21499908.051948052,16886269.097524546,14750000.0,2143000.0,82300000.0,1
1380,اسکندری,60,3.0,2,0,0,0,0,26666666,33883456.73913044,8360141.699707298,32187500.0,9655000.0,49347826.0,4
1393,سازمانبرنامه,170,5.0,3,1,1,1,1,66500000,62297500.0,14048036.711335786,62250000.0,39300000.0,120400000.0,13
1382,قناتکوثر,97,1.0,2,0,0,0,0,44845360,54882024.208333336,11802261.620037645,55596714.5,22222222.0,90000000.0,11
1395,شهرزیبا,80,2.0,2,0,0,0,0,56875000,42339327.0,19949550.077963997,46833333.0,12794000.0,87800000.0,7
1385,سردارجنگلپونک,90,4.0,2,1,1,1,0,55600000,56826315.78947368,13208513.573717054,55600000.0,31700000.0,96800000.0,12
1400,شریعتی,93,3.0,2,1,1,1,0,61828000,58691142.85714286,13937888.001067938,56668500.0,42520000.0,109091000.0,12
1395,ظفر,104,2.0,2,1,1,1,0,67300000,79304783.43010753,13316713.604578326,76000000.0,51428571.0,120000000.0,16
1401,وردآوردشمالی,100,4.0,2,0,0,0,0,12500000,27900492.13559322,9230648.12262847,26000000.0,8783783.0,65217391.0,2
1400,اختیاریه,138,1.0,3,1,1,1,0,119565000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1399,سعادتآباد,95,2.0,2,1,1,0,0,80000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1396,شمسآباد,93,5.0,2,1,1,0,0,55900000,62086905.94444445,8169265.474399596,60816666.5,42100000.0,90810810.0,13
1401,جیحون,140,6.0,3,0,0,0,1,45357142,40378425.76859504,8745338.678313637,42600000.0,16700000.0,55882000.0,6
1384,شهرکغرب,95,5.0,2,1,1,1,0,84211000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1401,سازمانبرنامه,117,2.0,2,1,1,1,0,65800000,62297500.0,14048036.711335786,62250000.0,39300000.0,120400000.0,13
1393,دربند,103,2.0,2,0,0,0,0,126213592,87552260.21153846,21773516.21710015,86100385.5,24975000.0,140000000.0,18
